,Protein,ENSG,UniProt,Source,Score,disease_id
3042,FECH,ENSG00000066926,P22830,uniprot_swissprot,0.005543697820270528,MONDO_0100096
3043,C6,ENSG00000039537,P13671,uniprot_swissprot,0.005543697820270528,MONDO_0100096
3044,DUSP5,ENSG00000138166,Q16690,uniprot_swissprot,0.005543697820270528,MONDO_0100096
3045,GRM5,ENSG00000168959,P41594,uniprot_swissprot,0.005543697820270528,MONDO_0100096
3046,S100A7,ENSG00000143556,P31151,uniprot_swissprot,0.005543697820270528,MONDO_0100096
3047,SERPINB10,ENSG00000242550,P48595,uniprot_swissprot,0.005543697820270528,MONDO_0100096
3048,GHSR,ENSG00000121853,Q92847,uniprot_swissprot,0.005543697820270528,MONDO_0100096
3049,BCL10,ENSG00000142867,O95999,uniprot_swissprot,0.005543697820270528,MONDO_0100096
3050,PC,ENSG00000173599,P11498,uniprot_swissprot,0.005543697820270528,MONDO_0100096
3051,PLA1A,ENSG00000144837,Q53H76,uniprot_swissprot,0.005543697820270528,MONDO_0100096
3052,NBN,ENSG00000104320,O60934,uniprot_swissprot,0.005543697820270528,MONDO_0100096
3053,PPARGC1B,ENSG00000155846,Q86YN6,uniprot_swissprot,0.005543697820270526,MONDO_0100096
3054,RNF187,ENSG00000168159,Q5TA31,uniprot_swissprot,0.005543697820270526,MONDO_0100096
3055,HBQ1,ENSG00000086506,P09105,uniprot_swissprot,0.005543697820270526,MONDO_0100096
3056,UBALD1,ENSG00000153443,Q8TB05,uniprot_swissprot,0.005543697820270526,MONDO_0100096
3057,HBM,ENSG00000206177,Q6B0K9,uniprot_swissprot,0.005543697820270526,MONDO_0100096
3058,GDNF,ENSG00000168621,P39905,uniprot_swissprot,0.005543697820270526,MONDO_0100096
3059,COG6,ENSG00000133103,Q9Y2V7,uniprot_swissprot,0.005543697820270526,MONDO_0100096
3060,RAD23A,ENSG00000179262,P54725,uniprot_swissprot,0.005543697820270526,MONDO_0100096
3061,TMEM86B,ENSG00000180089,Q8N661,uniprot_swissprot,0.005543697820270526,MONDO_0100096
3062,SHC3,ENSG00000148082,Q92529,uniprot_swissprot,0.005543697820270526,MONDO_0100096
3063,ADGRL1,ENSG00000072071,O94910,uniprot_swissprot,0.005543697820270526,MONDO_0100096
3064,SLC7A5,ENSG00000103257,Q01650,uniprot_swissprot,0.005543697820270526,MONDO_0100096
3065,SLC6A8,ENSG00000130821,P48029,uniprot_swissprot,0.005543697820270526,MONDO_0100096
3066,GAS2L1,ENSG00000185340,Q99501,uniprot_swissprot,0.005543697820270526,MONDO_0100096
3067,CADM1,ENSG00000182985,Q9BY67,uniprot_swissprot,0.005523165606121377,MONDO_0100096
3068,FCN2,ENSG00000160339,Q15485,uniprot_swissprot,0.005523165606121377,MONDO_0100096
3069,CCL16,ENSG00000275152,O15467,uniprot_swissprot,0.005523165606121377,MONDO_0100096
3070,FOSL1,ENSG00000175592,P15407,uniprot_swissprot,0.005523165606121377,MONDO_0100096
3071,CEBPD,ENSG00000221869,P49716,uniprot_swissprot,0.005470808460041044,MONDO_0100096
3072,MCL1,ENSG00000143384,Q07820,uniprot_swissprot,0.005452082475479006,MONDO_0100096
3073,CFB,ENSG00000243649,P00751,uniprot_swissprot,0.005436997583451059,MONDO_0100096
3074,TLR6,ENSG00000174130,Q9Y2C9,uniprot_swissprot,0.005421313253198237,MONDO_0100096
3075,SH2D4B,ENSG00000178217,Q5SQS7,uniprot_swissprot,0.005416415730417772,MONDO_0100096
3076,CYP2C8,ENSG00000138115,P10632,uniprot_swissprot,0.005414845605741253,MONDO_0100096
3077,DRGX,ENSG00000165606,A6NNA5,uniprot_swissprot,0.005397730971089791,MONDO_0100096
3078,CD46,ENSG00000117335,P15529,uniprot_swissprot,0.005370267887466321,MONDO_0100096
3079,CACNA1E,ENSG00000198216,Q15878,uniprot_swissprot,0.005358907892928176,MONDO_0100096
3080,YTHDC1,ENSG00000083896,Q96MU7,uniprot_swissprot,0.005358907892928176,MONDO_0100096
3081,HPRT1,ENSG00000165704,P00492,uniprot_swissprot,0.005358907892928176,MONDO_0100096
